id,title,movie_or_album,year,categories,mood,energy,best_for,language,source_type
song_0455,Mujhe Pyaar Do,Hulchul,2004,2000s;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0456,Humko Maaloom Hain,Jaan-E-Mann,2006,2000s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0457,Ajnabi Shehar,Jaan-E-Mann,2006,2000s;Travel;Sad,Reflective,Low,Night,Hindi,curated_catalog
song_0458,Jaane Ke Jaane Na,Jaane Tu... Ya Jaane Na,2008,2000s;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0459,Kabhi Kabhi Aditi,Jaane Tu... Ya Jaane Na,2008,2000s;Fun;Travel,Happy,Medium,Day,Hindi,curated_catalog
song_0460,Pappu Can't Dance,Jaane Tu... Ya Jaane Na,2008,2000s;Fun;DJ,Fun,High,Any,Hindi,curated_catalog
song_0461,Tu Bole Main Boloon,Jaane Tu... Ya Jaane Na,2008,2000s;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0462,Lamha Lamha,Gangster,2006,2000s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0463,Teri Jhuki Nazar,Murder 3,2013,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0464,Hum Jee Lenge,Murder 3,2013,2010s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0465,I Hate Luv Storys,I Hate Luv Storys,2010,2010s;Fun;Romantic,Fun,Medium,Day,Hindi,curated_catalog
song_0466,Sadka Kiya,I Hate Luv Storys,2010,2010s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0467,Bin Tere,I Hate Luv Storys,2010,2010s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0468,Bahara,I Hate Luv Storys,2010,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0469,Sajde,Khatta Meetha,2010,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0470,Teri Ore,Singh Is Kinng,2008,2000s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0471,Jee Karda,Singh Is Kinng,2008,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0472,Bas Ek Pal,Bas Ek Pal,2006,2000s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0473,Tere Bin,Bas Ek Pal,2006,2000s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0474,Aadat,Kalyug,2005,2000s;Sad;Rock,Sad,Medium,Night,Hindi,curated_catalog
song_0475,Juda Hoke Bhi,Kalyug,2005,2000s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0476,Maine Dil Se Kaha,Rog,2005,2000s;Sad,Reflective,Low,Night,Hindi,curated_catalog
song_0477,Tanhaai,Dil Chahta Hai,2001,2000s;Sad,Sad,Low,Night,Hindi,curated_catalog
